"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.Title","Answer.comment","Answer.know_anyone","Answer.know_job","Answer.volume_trend","Answer.wage","Answer.wage_trend","Approve","Reject"
"2ZS0RYNJ92NJO467IUATXHYWE64A5Q","2FGJ92NJKM05F4PV1PPW5GTP95XE93","Answer Questions about Occupations","For each occupation, tell me what you think it pays, whether you know anone with that jobs and whether its a job with a bright or a poor future","easy, fast, quick approval","$0.05","Thu Nov 07 14:40:39 GMT 2013","30","BatchId:1320939;","3600","604800","Thu Nov 07 17:37:29 GMT 2013","","","200H88MQU6L5ST1EP9IX04AI8XHUBF","A2DJNG082ZHH20","Submitted","Thu Nov 07 15:37:26 GMT 2013","Thu Nov 07 15:37:39 GMT 2013","Thu Nov 14 07:37:39 PST 2013","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","Licensed Practical and Licensed Vocational Nurses","","1","Yes","GoUp","28","GoUp"
"2ZS0RYNJ92NJO467IUATXHYWE64A5Q","2FGJ92NJKM05F4PV1PPW5GTP95XE93","Answer Questions about Occupations","For each occupation, tell me what you think it pays, whether you know anone with that jobs and whether its a job with a bright or a poor future","easy, fast, quick approval","$0.05","Thu Nov 07 14:40:39 GMT 2013","30","BatchId:1320939;","3600","604800","Thu Nov 07 17:37:29 GMT 2013","","","20ZQ67051QKCR9740Y310MGIPDPZFS","A358YR7MWC6LRH","Submitted","Thu Nov 07 16:08:52 GMT 2013","Thu Nov 07 16:09:34 GMT 2013","Thu Nov 14 08:09:34 PST 2013","","","","42","0% (0/0)","0% (0/0)","0% (0/0)","Licensed Practical and Licensed Vocational Nurses","","1","Yes","StayTheSame","20","GoDown"
"2ZS0RYNJ92NJO467IUATXHYWE64A5Q","2FGJ92NJKM05F4PV1PPW5GTP95XE93","Answer Questions about Occupations","For each occupation, tell me what you think it pays, whether you know anone with that jobs and whether its a job with a bright or a poor future","easy, fast, quick approval","$0.05","Thu Nov 07 14:40:39 GMT 2013","30","BatchId:1320939;","3600","604800","Thu Nov 07 17:37:29 GMT 2013","","","214JK63ZVE3HVIQWPIH9ML5RSXBAZP","A9JHTV37LSE5F","Submitted","Thu Nov 07 15:12:43 GMT 2013","Thu Nov 07 15:12:59 GMT 2013","Thu Nov 14 07:12:59 PST 2013","","","","16","0% (0/0)","0% (0/0)","0% (0/0)","Licensed Practical and Licensed Vocational Nurses","","0","Yes","GoUp","24","GoUp"
"2ZS0RYNJ92NJO467IUATXHYWE64A5Q","2FGJ92NJKM05F4PV1PPW5GTP95XE93","Answer Questions about Occupations","For each occupation, tell me what you think it pays, whether you know anone with that jobs and whether its a job with a bright or a poor future","easy, fast, quick approval","$0.05","Thu Nov 07 14:40:39 GMT 2013","30","BatchId:1320939;","3600","604800","Thu Nov 07 17:37:29 GMT 2013","","","247BNFSVGULF7RBU3EEG4FS3CGZ7LE","A8DZPG6LG0M3J","Submitted","Thu Nov 07 16:35:46 GMT 2013","Thu Nov 07 16:36:11 GMT 2013","Thu Nov 14 08:36:11 PST 2013","","","","25","0% (0/0)","0% (0/0)","0% (0/0)","Licensed Practical and Licensed Vocational Nurses","","2","Maybe","StayTheSame","28","StayTheSame"
"2ZS0RYNJ92NJO467IUATXHYWE64A5Q","2FGJ92NJKM05F4PV1PPW5GTP95XE93","Answer Questions about Occupations","For each occupation, tell me what you think it pays, whether you know anone with that jobs and whether its a job with a bright or a poor future","easy, fast, quick approval","$0.05","Thu Nov 07 14:40:39 GMT 2013","30","BatchId:1320939;","3600","604800","Thu Nov 07 17:37:29 GMT 2013","","","24FU8LZ6R70G99FAKGA3YE7WHA36ME","AKATCXM6HXIU7","Submitted","Thu Nov 07 14:53:18 GMT 2013","Thu Nov 07 14:53:29 GMT 2013","Thu Nov 14 06:53:29 PST 2013","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","Licensed Practical and Licensed Vocational Nurses","","10_plus","Yes","GoUp","18","GoUp"
"2ZS0RYNJ92NJO467IUATXHYWE64A5Q","2FGJ92NJKM05F4PV1PPW5GTP95XE93","Answer Questions about Occupations","For each occupation, tell me what you think it pays, whether you know anone with that jobs and whether its a job with a bright or a poor future","easy, fast, quick approval","$0.05","Thu Nov 07 14:40:39 GMT 2013","30","BatchId:1320939;","3600","604800","Thu Nov 07 17:37:29 GMT 2013","","","25SFK0COK2JE54DRRS0LUW6OOSPKRO","A2AQ06Z9QIHNX5","Submitted","Thu Nov 07 16:55:55 GMT 2013","Thu Nov 07 17:05:01 GMT 2013","Thu Nov 14 09:05:01 PST 2013","","","","546","0% (0/0)","0% (0/0)","0% (0/0)","Licensed Practical and Licensed Vocational Nurses","","0","Maybe","GoUp","24","GoUp"
"2ZS0RYNJ92NJO467IUATXHYWE64A5Q","2FGJ92NJKM05F4PV1PPW5GTP95XE93","Answer Questions about Occupations","For each occupation, tell me what you think it pays, whether you know anone with that jobs and whether its a job with a bright or a poor future","easy, fast, quick approval","$0.05","Thu Nov 07 14:40:39 GMT 2013","30","BatchId:1320939;","3600","604800","Thu Nov 07 17:37:29 GMT 2013","","","277B0HFL42J1PGBAIFT7P0IG42U0L8","AHMFDP04U8I02","Submitted","Thu Nov 07 16:58:31 GMT 2013","Thu Nov 07 16:58:46 GMT 2013","Thu Nov 14 08:58:46 PST 2013","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","Licensed Practical and Licensed Vocational Nurses","","1","Maybe","GoUp","20","GoUp"
"2ZS0RYNJ92NJO467IUATXHYWE64A5Q","2FGJ92NJKM05F4PV1PPW5GTP95XE93","Answer Questions about Occupations","For each occupation, tell me what you think it pays, whether you know anone with that jobs and whether its a job with a bright or a poor future","easy, fast, quick approval","$0.05","Thu Nov 07 14:40:39 GMT 2013","30","BatchId:1320939;","3600","604800","Thu Nov 07 17:37:29 GMT 2013","","","27J24SMEZZ2MM2SPG2ZPCY38IE53KZ","A28JXW5YZJDNK4","Submitted","Thu Nov 07 14:49:41 GMT 2013","Thu Nov 07 14:49:59 GMT 2013","Thu Nov 14 06:49:59 PST 2013","","","","18","0% (0/0)","0% (0/0)","0% (0/0)","Licensed Practical and Licensed Vocational Nurses","","3_10","Yes","GoUp","10","GoUp"
"2ZS0RYNJ92NJO467IUATXHYWE64A5Q","2FGJ92NJKM05F4PV1PPW5GTP95XE93","Answer Questions about Occupations","For each occupation, tell me what you think it pays, whether you know anone with that jobs and whether its a job with a bright or a poor future","easy, fast, quick approval","$0.05","Thu Nov 07 14:40:39 GMT 2013","30","BatchId:1320939;","3600","604800","Thu Nov 07 17:37:29 GMT 2013","","","28SLWSBRI8IUFK4WGGAHVTLBS3AE2G","A2ZKJP3R23LRDM","Submitted","Thu Nov 07 15:27:48 GMT 2013","Thu Nov 07 15:28:20 GMT 2013","Thu Nov 14 07:28:20 PST 2013","","","","32","0% (0/0)","0% (0/0)","0% (0/0)","Licensed Practical and Licensed Vocational Nurses","","1","Yes","GoUp","20","GoUp"
"2ZS0RYNJ92NJO467IUATXHYWE64A5Q","2FGJ92NJKM05F4PV1PPW5GTP95XE93","Answer Questions about Occupations","For each occupation, tell me what you think it pays, whether you know anone with that jobs and whether its a job with a bright or a poor future","easy, fast, quick approval","$0.05","Thu Nov 07 14:40:39 GMT 2013","30","BatchId:1320939;","3600","604800","Thu Nov 07 17:37:29 GMT 2013","","","28URCJK63ZVE7ZX2R29AT9JLU9E8XN","A3J57G3L42PDR4","Submitted","Thu Nov 07 16:05:11 GMT 2013","Thu Nov 07 16:05:29 GMT 2013","Thu Nov 14 08:05:29 PST 2013","","","","18","0% (0/0)","0% (0/0)","0% (0/0)","Licensed Practical and Licensed Vocational Nurses","","0","Yes","GoUp","24","StayTheSame"
